epoch,model,metric_name,metric_value,time
128,discriminator,validation_accuracy,0.8861111111111111,0.8244311809539795
129,discriminator,train_mean_loss,0.68480325,0.8281195163726807
129,generator,train_mean_loss,3.67154,0.8282272815704346
129,discriminator,validation_accuracy,0.8166666666666667,0.828258752822876
130,discriminator,train_mean_loss,0.53376687,0.831629753112793
130,generator,train_mean_loss,4.2752542,0.8317344188690186
130,discriminator,validation_accuracy,0.8711111111111111,0.8317670822143555
131,discriminator,train_mean_loss,0.67361414,0.8287403583526611
131,generator,train_mean_loss,4.100053,0.8288462162017822
131,discriminator,validation_accuracy,0.9672222222222222,0.8288791179656982
132,discriminator,train_mean_loss,0.6445641,0.8289937973022461
132,generator,train_mean_loss,4.1289463,0.8290984630584717
132,discriminator,validation_accuracy,0.8977777777777778,0.8291304111480713
133,discriminator,train_mean_loss,0.59129465,0.8317444324493408
133,generator,train_mean_loss,3.913094,0.8318502902984619
133,discriminator,validation_accuracy,0.9361111111111111,0.8318829536437988
134,discriminator,train_mean_loss,0.60626036,0.8265447616577148
134,generator,train_mean_loss,4.4145756,0.8266491889953613
134,discriminator,validation_accuracy,0.8722222222222222,0.82668137550354
135,discriminator,train_mean_loss,0.5537129,0.8285002708435059
135,generator,train_mean_loss,4.138624,0.8286056518554688
135,discriminator,validation_accuracy,0.8316666666666667,0.8286387920379639
136,discriminator,train_mean_loss,0.62051183,0.8298208713531494
136,generator,train_mean_loss,4.07758,0.829927921295166
136,discriminator,validation_accuracy,0.9116666666666666,0.8299612998962402
137,discriminator,train_mean_loss,0.5414708,0.8249742984771729
137,generator,train_mean_loss,4.302551,0.8250823020935059
137,discriminator,validation_accuracy,0.7994444444444444,0.8251159191131592
138,discriminator,train_mean_loss,0.58483726,0.8272602558135986
138,generator,train_mean_loss,4.3435254,0.8273694515228271
138,discriminator,validation_accuracy,0.9511111111111111,0.8274035453796387
139,discriminator,train_mean_loss,0.6130519,0.8259327411651611
139,generator,train_mean_loss,4.020755,0.8260409832000732
139,discriminator,validation_accuracy,0.8755555555555555,0.8260746002197266
140,discriminator,train_mean_loss,0.56169736,0.8259778022766113
140,generator,train_mean_loss,4.372356,0.826085090637207
140,discriminator,validation_accuracy,0.8927777777777778,0.8261172771453857
141,discriminator,train_mean_loss,0.6671736,0.821915864944458
141,generator,train_mean_loss,3.9628985,0.8220231533050537
141,discriminator,validation_accuracy,0.9394444444444444,0.8220558166503906
142,discriminator,train_mean_loss,0.55843747,0.8224291801452637
142,generator,train_mean_loss,4.386495,0.8225376605987549
142,discriminator,validation_accuracy,0.8027777777777778,0.8225710391998291
143,discriminator,train_mean_loss,0.5939947,0.828885555267334
143,generator,train_mean_loss,4.3866143,0.8289904594421387
143,discriminator,validation_accuracy,0.935,0.8290228843688965
144,discriminator,train_mean_loss,0.56773984,0.823495626449585
144,generator,train_mean_loss,4.0454197,0.8236026763916016
144,discriminator,validation_accuracy,0.8244444444444444,0.8236348628997803
145,discriminator,train_mean_loss,0.57737213,0.8271908760070801
145,generator,train_mean_loss,4.5707564,0.827298641204834
145,discriminator,validation_accuracy,0.7411111111111112,0.8273301124572754
146,discriminator,train_mean_loss,0.65342104,0.8301074504852295
146,generator,train_mean_loss,4.1106157,0.8302187919616699
146,discriminator,validation_accuracy,0.765,0.8302533626556396
147,discriminator,train_mean_loss,0.5181226,0.8304381370544434
147,generator,train_mean_loss,4.9644036,0.8305461406707764
147,discriminator,validation_accuracy,0.8438888888888889,0.8305790424346924
148,discriminator,train_mean_loss,0.5527858,0.8382294178009033
148,generator,train_mean_loss,4.3959737,0.83833909034729
148,discriminator,validation_accuracy,0.8616666666666667,0.8383724689483643
149,discriminator,train_mean_loss,0.73252577,0.8421487808227539
149,generator,train_mean_loss,3.9862947,0.8422560691833496
